ID,Title,Difficulty,Link,Topics,Acceptance Rate (%),Premium Only,Category,Likes,Dislikes,Example Test Cases,Similar Questions
1445,Apples & Oranges,Medium,https://leetcode.com/problems/apples-oranges/,Database,86.07,True,Database,247,23,,[]
1467,Probability of a Two Boxes Having The Same Number of Distinct Balls,Hard,https://leetcode.com/problems/probability-of-a-two-boxes-having-the-same-number-of-distinct-balls/,"Array, Math, Dynamic Programming, Backtracking, Combinatorics, Probability and Statistics",60.28,False,Algorithms,291,177,,[]
1465,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,Medium,https://leetcode.com/problems/maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts/,"Array, Greedy, Sorting",41.27,False,Algorithms,2636,352,,[]
1454,Active Users,Medium,https://leetcode.com/problems/active-users/,Database,36.57,True,Database,414,40,,[]
1464,Maximum Product of Two Elements in an Array,Easy,https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array/,"Array, Sorting, Heap (Priority Queue)",83.34,False,Algorithms,2568,239,,[]
1475,Final Prices With a Special Discount in a Shop,Easy,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop/,"Array, Stack, Monotonic Stack",83.4,False,Algorithms,2764,140,,[]
1457,Pseudo-Palindromic Paths in a Binary Tree,Medium,https://leetcode.com/problems/pseudo-palindromic-paths-in-a-binary-tree/,"Bit Manipulation, Tree, Depth-First Search, Breadth-First Search, Binary Tree",68.33,False,Algorithms,3312,131,,[]
1458,Max Dot Product of Two Subsequences,Hard,https://leetcode.com/problems/max-dot-product-of-two-subsequences/,"Array, Dynamic Programming",62.37,False,Algorithms,1693,33,,[]
1478,Allocate Mailboxes,Hard,https://leetcode.com/problems/allocate-mailboxes/,"Array, Math, Dynamic Programming, Sorting",55.81,False,Algorithms,1158,23,,[]
1456,Maximum Number of Vowels in a Substring of Given Length,Medium,https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length/,"String, Sliding Window",60.75,False,Algorithms,3780,145,,"[{""title"": ""Maximum White Tiles Covered by a Carpet"", ""titleSlug"": ""maximum-white-tiles-covered-by-a-carpet"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimum Recolors to Get K Consecutive Black Blocks"", ""titleSlug"": ""minimum-recolors-to-get-k-consecutive-black-blocks"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Length of the Longest Alphabetical Continuous Substring"", ""titleSlug"": ""length-of-the-longest-alphabetical-continuous-substring"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1476,Subrectangle Queries,Medium,https://leetcode.com/problems/subrectangle-queries/,"Array, Design, Matrix",86.03,False,Algorithms,659,1458,,[]
1477,Find Two Non-overlapping Sub-arrays Each With Target Sum,Medium,https://leetcode.com/problems/find-two-non-overlapping-sub-arrays-each-with-target-sum/,"Array, Hash Table, Binary Search, Dynamic Programming, Sliding Window",36.55,False,Algorithms,1754,89,,"[{""title"": ""Find Subarrays With Equal Sum"", ""titleSlug"": ""find-subarrays-with-equal-sum"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
1452,People Whose List of Favorite Companies Is Not a Subset of Another List,Medium,https://leetcode.com/problems/people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list/,"Array, Hash Table, String",59.72,False,Algorithms,376,230,,[]
1469,Find All The Lonely Nodes,Easy,https://leetcode.com/problems/find-all-the-lonely-nodes/,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",83.99,True,Algorithms,518,11,,"[{""title"": ""Binary Tree Tilt"", ""titleSlug"": ""binary-tree-tilt"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Univalued Binary Tree"", ""titleSlug"": ""univalued-binary-tree"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
1440,Evaluate Boolean Expression,Medium,https://leetcode.com/problems/evaluate-boolean-expression/,Database,72.08,True,Database,221,37,,[]
1450,Number of Students Doing Homework at a Given Time,Easy,https://leetcode.com/problems/number-of-students-doing-homework-at-a-given-time/,Array,75.71,False,Algorithms,904,155,,[]
1463,Cherry Pickup II,Hard,https://leetcode.com/problems/cherry-pickup-ii/,"Array, Dynamic Programming, Matrix",72.08,False,Algorithms,4326,52,,[]
1460,Make Two Arrays Equal by Reversing Subarrays,Easy,https://leetcode.com/problems/make-two-arrays-equal-by-reversing-subarrays/,"Array, Hash Table, Sorting",75.82,False,Algorithms,1499,162,,[]
1461,Check If a String Contains All Binary Codes of Size K,Medium,https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k/,"Hash Table, String, Bit Manipulation, Rolling Hash, Hash Function",56.69,False,Algorithms,2309,100,,[]
1444,Number of Ways of Cutting a Pizza,Hard,https://leetcode.com/problems/number-of-ways-of-cutting-a-pizza/,"Array, Dynamic Programming, Memoization, Matrix, Prefix Sum",61.56,False,Algorithms,1882,96,,"[{""title"": ""Selling Pieces of Wood"", ""titleSlug"": ""selling-pieces-of-wood"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1491,Average Salary Excluding the Minimum and Maximum Salary,Easy,https://leetcode.com/problems/average-salary-excluding-the-minimum-and-maximum-salary/,"Array, Sorting",63.44,False,Algorithms,2257,187,,[]
1443,Minimum Time to Collect All Apples in a Tree,Medium,https://leetcode.com/problems/minimum-time-to-collect-all-apples-in-a-tree/,"Hash Table, Tree, Depth-First Search, Breadth-First Search",63.15,False,Algorithms,3791,330,,[]
1421,NPV Queries,Easy,https://leetcode.com/problems/npv-queries/,Database,83.01,True,Database,60,296,,[]
1455,Check If a Word Occurs As a Prefix of Any Word in a Sentence,Easy,https://leetcode.com/problems/check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence/,"Two Pointers, String, String Matching",68.71,False,Algorithms,1300,59,,"[{""title"": ""Counting Words With a Given Prefix"", ""titleSlug"": ""counting-words-with-a-given-prefix"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Count Prefixes of a Given String"", ""titleSlug"": ""count-prefixes-of-a-given-string"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
1453,Maximum Number of Darts Inside of a Circular Dartboard,Hard,https://leetcode.com/problems/maximum-number-of-darts-inside-of-a-circular-dartboard/,"Array, Math, Geometry",38.89,False,Algorithms,155,276,,[]
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,Medium,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit/,"Array, Queue, Sliding Window, Heap (Priority Queue), Ordered Set, Monotonic Queue",56.87,False,Algorithms,4349,215,,"[{""title"": ""Partition Array Such That Maximum Difference Is K"", ""titleSlug"": ""partition-array-such-that-maximum-difference-is-k"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Count Subarrays With Fixed Bounds"", ""titleSlug"": ""count-subarrays-with-fixed-bounds"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1436,Destination City,Easy,https://leetcode.com/problems/destination-city/,"Array, Hash Table, String",79.44,False,Algorithms,2272,107,,[]
1437,Check If All 1's Are at Least Length K Places Away,Easy,https://leetcode.com/problems/check-if-all-1s-are-at-least-length-k-places-away/,Array,58.13,False,Algorithms,648,228,,"[{""title"": ""Task Scheduler II"", ""titleSlug"": ""task-scheduler-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1412,Find the Quiet Students in All Exams,Hard,https://leetcode.com/problems/find-the-quiet-students-in-all-exams/,Database,58.31,True,Database,226,27,,[]
1447,Simplified Fractions,Medium,https://leetcode.com/problems/simplified-fractions/,"Math, String, Number Theory",68.67,False,Algorithms,435,46,,[]
1441,Build an Array With Stack Operations,Medium,https://leetcode.com/problems/build-an-array-with-stack-operations/,"Array, Stack, Simulation",80.31,False,Algorithms,1061,497,,"[{""title"": ""Minimum Operations to Collect Elements"", ""titleSlug"": ""minimum-operations-to-collect-elements"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
1423,Maximum Points You Can Obtain from Cards,Medium,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards/,"Array, Sliding Window, Prefix Sum",56.2,False,Algorithms,6752,286,,"[{""title"": ""Maximum Score from Performing Multiplication Operations"", ""titleSlug"": ""maximum-score-from-performing-multiplication-operations"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Removing Minimum and Maximum From Array"", ""titleSlug"": ""removing-minimum-and-maximum-from-array"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimum Recolors to Get K Consecutive Black Blocks"", ""titleSlug"": ""minimum-recolors-to-get-k-consecutive-black-blocks"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Maximum Spending After Buying Items"", ""titleSlug"": ""maximum-spending-after-buying-items"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1442,Count Triplets That Can Form Two Arrays of Equal XOR,Medium,https://leetcode.com/problems/count-triplets-that-can-form-two-arrays-of-equal-xor/,"Array, Hash Table, Math, Bit Manipulation, Prefix Sum",84.83,False,Algorithms,2003,134,,"[{""title"": ""Find The Original Array of Prefix Xor"", ""titleSlug"": ""find-the-original-array-of-prefix-xor"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1420,Build Array Where You Can Find The Maximum Exactly K Comparisons,Hard,https://leetcode.com/problems/build-array-where-you-can-find-the-maximum-exactly-k-comparisons/,"Dynamic Programming, Prefix Sum",66.47,False,Algorithms,1422,92,,[]
1424,Diagonal Traverse II,Medium,https://leetcode.com/problems/diagonal-traverse-ii/,"Array, Sorting, Heap (Priority Queue)",58.14,False,Algorithms,2279,158,,[]
1462,Course Schedule IV,Medium,https://leetcode.com/problems/course-schedule-iv/,"Depth-First Search, Breadth-First Search, Graph, Topological Sort",59.6,False,Algorithms,2053,90,,[]
1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows,Hard,https://leetcode.com/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows/,"Array, Binary Search, Heap (Priority Queue), Matrix",61.98,False,Algorithms,1275,20,,[]
1449,Form Largest Integer With Digits That Add up to Target,Hard,https://leetcode.com/problems/form-largest-integer-with-digits-that-add-up-to-target/,"Array, Dynamic Programming",48.9,False,Algorithms,713,19,,[]
1398,Customers Who Bought Products A and B but Not C,Medium,https://leetcode.com/problems/customers-who-bought-products-a-and-b-but-not-c/,Database,71.84,True,Database,320,18,,[]
1446,Consecutive Characters,Easy,https://leetcode.com/problems/consecutive-characters/,String,60.27,False,Algorithms,1804,35,,"[{""title"": ""Max Consecutive Ones"", ""titleSlug"": ""max-consecutive-ones"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Longest Continuous Increasing Subsequence"", ""titleSlug"": ""longest-continuous-increasing-subsequence"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Check if an Array Is Consecutive"", ""titleSlug"": ""check-if-an-array-is-consecutive"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Count Number of Homogenous Substrings"", ""titleSlug"": ""count-number-of-homogenous-substrings"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Longest Substring of One Repeating Character"", ""titleSlug"": ""longest-substring-of-one-repeating-character"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Minimum Number of Chairs in a Waiting Room"", ""titleSlug"": ""minimum-number-of-chairs-in-a-waiting-room"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
1448,Count Good Nodes in Binary Tree,Medium,https://leetcode.com/problems/count-good-nodes-in-binary-tree/,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",73.56,False,Algorithms,6169,202,,[]
1435,Create a Session Bar Chart,Easy,https://leetcode.com/problems/create-a-session-bar-chart/,Database,74.96,True,Database,157,264,,"[{""title"": ""Count Salary Categories"", ""titleSlug"": ""count-salary-categories"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1451,Rearrange Words in a Sentence,Medium,https://leetcode.com/problems/rearrange-words-in-a-sentence/,"String, Sorting",66.08,False,Algorithms,778,77,,[]
1422,Maximum Score After Splitting a String,Easy,https://leetcode.com/problems/maximum-score-after-splitting-a-string/,"String, Prefix Sum",65.15,False,Algorithms,2162,88,,[]
1407,Top Travellers,Easy,https://leetcode.com/problems/top-travellers/,Database,57.04,False,Database,701,75,,[]
1419,Minimum Number of Frogs Croaking,Medium,https://leetcode.com/problems/minimum-number-of-frogs-croaking/,"String, Counting",50.87,False,Algorithms,1101,92,,"[{""title"": ""Divide Intervals Into Minimum Number of Groups"", ""titleSlug"": ""divide-intervals-into-minimum-number-of-groups"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1434,Number of Ways to Wear Different Hats to Each Other,Hard,https://leetcode.com/problems/number-of-ways-to-wear-different-hats-to-each-other/,"Array, Dynamic Programming, Bit Manipulation, Bitmask",44.67,False,Algorithms,934,10,,"[{""title"": ""The Number of Good Subsets"", ""titleSlug"": ""the-number-of-good-subsets"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1431,Kids With the Greatest Number of Candies,Easy,https://leetcode.com/problems/kids-with-the-greatest-number-of-candies/,Array,88.09,False,Algorithms,4794,618,,[]
1433,Check If a String Can Break Another String,Medium,https://leetcode.com/problems/check-if-a-string-can-break-another-string/,"String, Greedy, Sorting",70.45,False,Algorithms,775,153,,[]
1432,Max Difference You Can Get From Changing an Integer,Medium,https://leetcode.com/problems/max-difference-you-can-get-from-changing-an-integer/,"Math, Greedy",48.86,False,Algorithms,586,374,,[]
1410,HTML Entity Parser,Medium,https://leetcode.com/problems/html-entity-parser/,"Hash Table, String",50.19,False,Algorithms,206,331,,[]
1409,Queries on a Permutation With Key,Medium,https://leetcode.com/problems/queries-on-a-permutation-with-key/,"Array, Binary Indexed Tree, Simulation",84.62,False,Algorithms,508,641,,[]
1393,Capital Gain/Loss,Medium,https://leetcode.com/problems/capital-gainloss/,Database,84.86,False,Database,885,48,,[]
1418,Display Table of Food Orders in a Restaurant,Medium,https://leetcode.com/problems/display-table-of-food-orders-in-a-restaurant/,"Array, Hash Table, String, Sorting, Ordered Set",75.82,False,Algorithms,417,490,,[]
1416,Restore The Array,Hard,https://leetcode.com/problems/restore-the-array/,"String, Dynamic Programming",46.85,False,Algorithms,1650,53,,"[{""title"": ""Number of Ways to Separate Numbers"", ""titleSlug"": ""number-of-ways-to-separate-numbers"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Number of Beautiful Partitions"", ""titleSlug"": ""number-of-beautiful-partitions"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,Medium,https://leetcode.com/problems/find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k/,"Math, Greedy",64.61,False,Algorithms,1041,68,,[]
1417,Reformat The String,Easy,https://leetcode.com/problems/reformat-the-string/,String,52.08,False,Algorithms,610,109,,[]
1404,Number of Steps to Reduce a Number in Binary Representation to One,Medium,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-in-binary-representation-to-one/,"String, Bit Manipulation, Simulation",61.37,False,Algorithms,1410,87,,"[{""title"": ""Minimum Moves to Reach Target Score"", ""titleSlug"": ""minimum-moves-to-reach-target-score"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1396,Design Underground System,Medium,https://leetcode.com/problems/design-underground-system/,"Hash Table, String, Design",74.08,False,Algorithms,3558,177,,"[{""title"": ""Design Bitset"", ""titleSlug"": ""design-bitset"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1384,Total Sales Amount by Year,Hard,https://leetcode.com/problems/total-sales-amount-by-year/,Database,61.48,True,Database,234,132,,[]
1397,Find All Good Strings,Hard,https://leetcode.com/problems/find-all-good-strings/,"String, Dynamic Programming, String Matching",44.06,False,Algorithms,515,130,,[]
1415,The k-th Lexicographical String of All Happy Strings of Length n,Medium,https://leetcode.com/problems/the-k-th-lexicographical-string-of-all-happy-strings-of-length-n/,"String, Backtracking",85.15,False,Algorithms,1519,45,,[]
1394,Find Lucky Integer in an Array,Easy,https://leetcode.com/problems/find-lucky-integer-in-an-array/,"Array, Hash Table, Counting",75.42,False,Algorithms,1569,43,,[]
1378,Replace Employee ID With The Unique Identifier,Easy,https://leetcode.com/problems/replace-employee-id-with-the-unique-identifier/,Database,83.56,False,Database,1784,147,,[]
1391,Check if There is a Valid Path in a Grid,Medium,https://leetcode.com/problems/check-if-there-is-a-valid-path-in-a-grid/,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix",49.19,False,Algorithms,864,322,,"[{""title"": "" Check if There Is a Valid Parentheses String Path"", ""titleSlug"": ""check-if-there-is-a-valid-parentheses-string-path"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1395,Count Number of Teams,Medium,https://leetcode.com/problems/count-number-of-teams/,"Array, Dynamic Programming, Binary Indexed Tree, Segment Tree",70.12,False,Algorithms,3416,235,,[]
1389,Create Target Array in the Given Order,Easy,https://leetcode.com/problems/create-target-array-in-the-given-order/,"Array, Simulation",86.29,False,Algorithms,2191,1901,,[]
1411,Number of Ways to Paint N × 3 Grid,Hard,https://leetcode.com/problems/number-of-ways-to-paint-n-3-grid/,Dynamic Programming,65.21,False,Algorithms,1134,56,,"[{""title"": ""Painting a Grid With Three Different Colors"", ""titleSlug"": ""painting-a-grid-with-three-different-colors"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1369,Get the Second Most Recent Activity,Hard,https://leetcode.com/problems/get-the-second-most-recent-activity/,Database,67.53,True,Database,167,13,,[]
1402,Reducing Dishes,Hard,https://leetcode.com/problems/reducing-dishes/,"Array, Dynamic Programming, Greedy, Sorting",76.4,False,Algorithms,3453,317,,[]
1400,Construct K Palindrome Strings,Medium,https://leetcode.com/problems/construct-k-palindrome-strings/,"Hash Table, String, Greedy, Counting",68.67,False,Algorithms,1773,159,,[]
1413,Minimum Value to Get Positive Step by Step Sum,Easy,https://leetcode.com/problems/minimum-value-to-get-positive-step-by-step-sum/,"Array, Prefix Sum",64.6,False,Algorithms,1632,371,,[]
1401,Circle and Rectangle Overlapping,Medium,https://leetcode.com/problems/circle-and-rectangle-overlapping/,"Math, Geometry",49.02,False,Algorithms,397,84,,[]
1383,Maximum Performance of a Team,Hard,https://leetcode.com/problems/maximum-performance-of-a-team/,"Array, Greedy, Sorting, Heap (Priority Queue)",47.58,False,Algorithms,3178,84,,"[{""title"": ""Maximum Fruits Harvested After at Most K Steps"", ""titleSlug"": ""maximum-fruits-harvested-after-at-most-k-steps"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1399,Count Largest Group,Easy,https://leetcode.com/problems/count-largest-group/,"Hash Table, Math",74.94,False,Algorithms,781,1183,,[]
1406,Stone Game III,Hard,https://leetcode.com/problems/stone-game-iii/,"Array, Math, Dynamic Programming, Game Theory",63.2,False,Algorithms,2269,76,,"[{""title"": ""Stone Game V"", ""titleSlug"": ""stone-game-v"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Stone Game VI"", ""titleSlug"": ""stone-game-vi"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Stone Game VII"", ""titleSlug"": ""stone-game-vii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Stone Game VIII"", ""titleSlug"": ""stone-game-viii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Stone Game IX"", ""titleSlug"": ""stone-game-ix"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1381,Design a Stack With Increment Operation,Medium,https://leetcode.com/problems/design-a-stack-with-increment-operation/,"Array, Stack, Design",80.1,False,Algorithms,2323,110,,[]
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,Easy,https://leetcode.com/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree/,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",85.76,False,Algorithms,1793,2014,,[]
1403,Minimum Subsequence in Non-Increasing Order,Easy,https://leetcode.com/problems/minimum-subsequence-in-non-increasing-order/,"Array, Greedy, Sorting",73.18,False,Algorithms,623,507,,"[{""title"": ""Count Hills and Valleys in an Array"", ""titleSlug"": ""count-hills-and-valleys-in-an-array"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
1377,Frog Position After T Seconds,Hard,https://leetcode.com/problems/frog-position-after-t-seconds/,"Tree, Depth-First Search, Breadth-First Search, Graph",36.06,False,Algorithms,825,149,,"[{""title"": ""Longest Special Path"", ""titleSlug"": ""longest-special-path"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1355,Activity Participants,Medium,https://leetcode.com/problems/activity-participants/,Database,72.21,True,Database,150,48,,[]
1375,Number of Times Binary String Is Prefix-Aligned,Medium,https://leetcode.com/problems/number-of-times-binary-string-is-prefix-aligned/,Array,65.82,False,Algorithms,956,138,,"[{""title"": ""Bulb Switcher"", ""titleSlug"": ""bulb-switcher"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Bulb Switcher II"", ""titleSlug"": ""bulb-switcher-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1374,Generate a String With Characters That Have Odd Counts,Easy,https://leetcode.com/problems/generate-a-string-with-characters-that-have-odd-counts/,String,78.13,False,Algorithms,514,1285,,[]
1387,Sort Integers by The Power Value,Medium,https://leetcode.com/problems/sort-integers-by-the-power-value/,"Dynamic Programming, Memoization, Sorting",70.88,False,Algorithms,1502,119,,"[{""title"": ""Find Score of an Array After Marking All Elements"", ""titleSlug"": ""find-score-of-an-array-after-marking-all-elements"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1388,Pizza With 3n Slices,Hard,https://leetcode.com/problems/pizza-with-3n-slices/,"Array, Dynamic Programming, Greedy, Heap (Priority Queue)",53.27,False,Algorithms,1111,23,,[]
1385,Find the Distance Value Between Two Arrays,Easy,https://leetcode.com/problems/find-the-distance-value-between-two-arrays/,"Array, Two Pointers, Binary Search, Sorting",70.56,False,Algorithms,985,3128,,[]
1364,Number of Trusted Contacts of a Customer,Medium,https://leetcode.com/problems/number-of-trusted-contacts-of-a-customer/,Database,75.16,True,Database,93,401,,[]
1380,Lucky Numbers in a Matrix,Easy,https://leetcode.com/problems/lucky-numbers-in-a-matrix/,"Array, Matrix",79.93,False,Algorithms,2293,119,,[]
1392,Longest Happy Prefix,Hard,https://leetcode.com/problems/longest-happy-prefix/,"String, Rolling Hash, String Matching, Hash Function",49.67,False,Algorithms,1514,45,,"[{""title"": ""Sum of Scores of Built Strings"", ""titleSlug"": ""sum-of-scores-of-built-strings"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Maximum Deletions on a String"", ""titleSlug"": ""maximum-deletions-on-a-string"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Minimum Time to Revert Word to Initial State II"", ""titleSlug"": ""minimum-time-to-revert-word-to-initial-state-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Minimum Time to Revert Word to Initial State I"", ""titleSlug"": ""minimum-time-to-revert-word-to-initial-state-i"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1368,Minimum Cost to Make at Least One Valid Path in a Grid,Hard,https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid/,"Array, Breadth-First Search, Graph, Heap (Priority Queue), Matrix, Shortest Path",70.73,False,Algorithms,2513,35,,"[{""title"": ""Minimum Weighted Subgraph With the Required Paths"", ""titleSlug"": ""minimum-weighted-subgraph-with-the-required-paths"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Disconnect Path in a Binary Matrix by at Most One Flip"", ""titleSlug"": ""disconnect-path-in-a-binary-matrix-by-at-most-one-flip"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1386,Cinema Seat Allocation,Medium,https://leetcode.com/problems/cinema-seat-allocation/,"Array, Hash Table, Greedy, Bit Manipulation",42.99,False,Algorithms,952,407,,"[{""title"": ""Booking Concert Tickets in Groups"", ""titleSlug"": ""booking-concert-tickets-in-groups"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1367,Linked List in Binary Tree,Medium,https://leetcode.com/problems/linked-list-in-binary-tree/,"Linked List, Tree, Depth-First Search, Binary Tree",51.91,False,Algorithms,2980,88,,[]
1350,Students With Invalid Departments,Easy,https://leetcode.com/problems/students-with-invalid-departments/,Database,89.94,True,Database,183,9,,[]
1341,Movie Rating,Medium,https://leetcode.com/problems/movie-rating/,Database,41.66,False,Database,820,219,,[]
1353,Maximum Number of Events That Can Be Attended,Medium,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended/,"Array, Greedy, Sorting, Heap (Priority Queue)",38.65,False,Algorithms,3870,604,,"[{""title"": ""Maximum Number of Events That Can Be Attended II"", ""titleSlug"": ""maximum-number-of-events-that-can-be-attended-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Maximum Earnings From Taxi"", ""titleSlug"": ""maximum-earnings-from-taxi"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Meeting Rooms III"", ""titleSlug"": ""meeting-rooms-iii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1373,Maximum Sum BST in Binary Tree,Hard,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree/,"Dynamic Programming, Tree, Depth-First Search, Binary Search Tree, Binary Tree",44.95,False,Algorithms,2867,197,,[]
1370,Increasing Decreasing String,Easy,https://leetcode.com/problems/increasing-decreasing-string/,"Hash Table, String, Counting",76.92,False,Algorithms,825,875,,[]
1372,Longest ZigZag Path in a Binary Tree,Medium,https://leetcode.com/problems/longest-zigzag-path-in-a-binary-tree/,"Dynamic Programming, Tree, Depth-First Search, Binary Tree",66.78,False,Algorithms,3678,84,,"[{""title"": ""Zigzag Grid Traversal With Skip"", ""titleSlug"": ""zigzag-grid-traversal-with-skip"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
1351,Count Negative Numbers in a Sorted Matrix,Easy,https://leetcode.com/problems/count-negative-numbers-in-a-sorted-matrix/,"Array, Binary Search, Matrix",77.75,False,Algorithms,5136,137,,"[{""title"": ""Maximum Count of Positive Integer and Negative Integer"", ""titleSlug"": ""maximum-count-of-positive-integer-and-negative-integer"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
1349,Maximum Students Taking Exam,Hard,https://leetcode.com/problems/maximum-students-taking-exam/,"Array, Dynamic Programming, Bit Manipulation, Matrix, Bitmask",52.47,False,Algorithms,866,18,,[]
1352,Product of the Last K Numbers,Medium,https://leetcode.com/problems/product-of-the-last-k-numbers/,"Array, Math, Design, Data Stream, Prefix Sum",62.79,False,Algorithms,2123,104,,[]
1408,String Matching in an Array,Easy,https://leetcode.com/problems/string-matching-in-an-array/,"Array, String, String Matching",69.8,False,Algorithms,1464,127,,"[{""title"": ""Substring XOR Queries"", ""titleSlug"": ""substring-xor-queries"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1340,Jump Game V,Hard,https://leetcode.com/problems/jump-game-v/,"Array, Dynamic Programming, Sorting",64.25,False,Algorithms,1164,44,,"[{""title"": ""Jump Game VII"", ""titleSlug"": ""jump-game-vii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Jump Game VIII"", ""titleSlug"": ""jump-game-viii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1371,Find the Longest Substring Containing Vowels in Even Counts,Medium,https://leetcode.com/problems/find-the-longest-substring-containing-vowels-in-even-counts/,"Hash Table, String, Bit Manipulation, Prefix Sum",75.73,False,Algorithms,2516,140,,[]
